1; ;6.608035;4.015397;7.174760;0.405235;0.764552
2; ;6.151878;4.116406;6.994265;0.343459;0.928746
3; ;5.785725;3.851916;7.159979;0.425289;0.625673
4; ;5.528039;4.235575;6.996535;0.449951;0.868204
5; ;5.085036;4.310615;7.165213;0.525309;1.310653
6; ;5.177572;4.759034;7.003282;0.459337;1.233028
7; ;4.910925;5.121621;7.176877;0.538916;1.275212
8; ;5.306754;5.363977;7.003308;0.289968;0.562234
9; ;5.385011;5.808083;7.173744;0.558482;0.884242
10; ;5.829341;5.693694;6.998591;0.339217;0.973215
11; ;6.170047;5.968115;7.179754;0.402336;0.584064
12; ;6.410031;5.575202;6.998820;0.592020;1.694503
13; ;6.856670;5.523202;7.176747;0.508544;0.935014
14; ;6.775581;5.092913;7.010810;0.445843;0.979675
15; ;7.046664;4.704684;7.179764;0.603343;1.319280
16; ;6.631374;4.463497;6.986648;0.317445;0.747680
49; ;5.586569;3.299544;7.502173;0.792168;1.077728
50; ;6.585432;3.346428;7.493486;0.623335;1.150014
1001;ar;7.099021;5.152267;7.222033;0.682509;1.281394
1003;ar;7.101521;4.464074;7.255328;0.636100;1.372760
1004;ar;7.086895;4.924107;7.195513;0.693365;1.384591
1005;ar;7.038924;4.202577;7.294866;0.679079;1.051481
1006;ar;7.033201;5.138498;7.178392;0.541736;0.992331
1007;ar;7.037604;4.487263;7.211438;0.651507;1.139663
1008;ar;6.965311;5.341564;7.179182;0.791046;1.657439
1009;ar;6.951663;4.924113;7.108393;0.574442;1.229605
1010;ar;6.925559;4.276224;7.208095;0.607846;1.298478
1011;ar;6.871157;4.027219;7.279975;0.644016;1.712283
1012;ar;6.909247;4.531608;7.123992;0.479907;1.147507
1013;ar;6.883860;4.923993;7.065132;0.461356;1.010587
1014;ar;6.869610;4.314022;7.164832;0.530022;1.098294
1015;ar;6.840696;5.289039;7.091380;0.600637;1.154345
1016;ar;6.820888;4.073326;7.236467;0.495080;1.134629
1018;ar;6.778091;5.262623;7.047928;0.535410;1.337081
1019;ar;6.771628;4.120483;7.192849;0.634512;1.511300
1020;ar;6.787188;4.747912;7.011592;0.355116;0.631322
1021;ar;6.722412;4.167499;7.149335;0.478424;1.201707
1022;ar;6.715638;5.235648;7.004839;0.555285;1.415664
1023;ar;6.719765;4.760343;6.969377;0.299671;0.540031
1024;ar;6.673145;4.214458;7.106034;0.462907;1.322131
1025;ar;6.547389;3.608205;7.381109;0.431926;0.654016
1026;ar;6.653138;5.207914;6.962062;0.469174;1.155214
1027;ar;6.679220;4.921146;6.936687;0.350592;0.646921
1028;ar;6.623432;4.260983;7.062865;0.377172;0.994175
1029;ar;6.493259;3.733162;7.294202;0.498568;0.881246
1030;ar;6.590659;5.179637;6.919788;0.428602;1.282970
1031;ar;6.610322;4.919864;6.895126;0.400228;0.813361
