1; ;6.653231;4.075557;7.234882;0.748995;1.944029
2; ;6.196762;4.176483;7.054397;0.445554;1.302354
3; ;5.830481;3.911945;7.220388;0.825769;2.188255
4; ;5.572559;4.295657;7.056877;0.640766;1.300350
5; ;5.129414;4.370710;7.225841;0.777291;1.408963
6; ;5.221882;4.819345;7.063742;0.619725;1.218408
7; ;4.955273;5.182094;7.237679;0.962916;1.726262
8; ;5.351097;5.424586;7.063712;0.474253;0.775231
9; ;5.429483;5.868836;7.234297;0.948075;1.476364
10; ;5.873907;5.754470;7.058770;0.524838;1.565101
11; ;6.214813;6.029015;7.239911;0.739937;1.257070
12; ;6.454902;5.636035;7.058730;0.732286;2.025135
13; ;6.901773;5.584026;7.236635;0.726170;1.343496
14; ;6.820673;5.153550;7.070668;0.537941;0.937826
15; ;7.091935;4.765189;7.239709;0.872156;1.677902
16; ;6.676492;4.523798;7.046561;0.452251;1.237985
49; ;5.631884;3.360228;7.562529;0.402610;0.492801
50; ;6.630773;3.406650;7.554328;0.909206;1.332523
1004;ar;7.407390;5.268309;7.457397;1.207752;1.811398
1005;ar;7.336334;4.448553;7.447076;1.065566;1.861807
1007;ar;7.274084;4.476053;7.403143;0.974273;1.404121
1008;ar;7.260563;5.507497;7.415020;0.275512;0.403483
1009;ar;7.210453;4.500352;7.359270;0.983901;1.722128
1010;ar;7.197020;5.481257;7.372103;0.706060;0.894755
1011;ar;7.209957;5.226683;7.325741;0.950350;1.700590
1014;ar;7.019057;4.570133;7.227489;0.582141;1.195373
1015;ar;6.887424;5.863210;7.349375;0.982314;2.063501
1016;ar;6.866145;4.133591;7.296607;0.765447;1.852509
1017;ar;6.948227;5.375981;7.195148;0.925257;2.190864
1018;ar;6.839714;5.815379;7.305354;0.947252;1.733776
1019;ar;6.885855;5.349752;7.151224;0.706825;1.427221
1020;ar;6.791841;5.767596;7.261197;0.919222;1.753921
1021;ar;6.823173;5.323320;7.107761;0.627865;1.157910
1022;ar;6.744837;5.719464;7.217034;0.946453;2.142242
1023;ar;6.565849;3.730762;7.397972;0.848177;1.274933
1024;ar;6.792865;4.983156;7.038933;0.556819;1.087578
1025;ar;6.761344;4.660834;7.054155;0.444142;0.890464
1026;ar;6.760620;5.296358;7.064686;0.610194;1.767733
1027;ar;6.764836;4.820786;7.029267;0.438386;1.033832
1028;ar;6.698005;5.671051;7.173192;0.790118;1.914939
1029;ar;6.538419;3.793273;7.354544;0.742098;1.318399
1030;ar;6.696673;5.434937;7.073077;0.564168;1.179253
1031;ar;6.510303;3.855381;7.311060;0.760376;1.446636
1032;ar;6.724204;4.981686;6.996540;0.362342;0.611795
1033;ar;6.698137;5.268589;7.021871;0.596282;1.327488
1034;ar;6.640974;5.395055;7.030212;0.535022;0.978438
1035;ar;6.603712;5.574130;7.086180;0.687074;1.699393
1036;ar;6.635661;5.240264;6.979650;0.560776;1.231752
1037;ar;6.425012;4.040977;7.181163;0.620151;1.342380
1038;ar;6.585675;4.979067;6.914726;0.540362;1.303642
1039;ar;6.572934;5.210626;6.938494;0.548319;1.190714
1040;ar;6.567843;4.735989;6.929453;0.612603;1.764378
1041;ar;6.277285;3.778922;7.309672;0.755504;1.260309
1042;ar;6.508906;5.476114;7.000892;0.551805;1.431130
1043;ar;6.528882;5.314609;6.946291;0.511116;1.059320
1045;ar;6.461116;5.426384;6.959160;0.532059;1.201284
1046;ar;6.446580;5.146898;6.861720;0.577232;1.663940
1047;ar;6.364137;5.324909;6.880350;0.586770;1.643646
1049;ar;6.258751;4.419095;6.929242;0.414617;1.141131
1050;ar;6.179742;5.775336;7.074576;0.559577;1.324310
1051;ar;6.260018;5.513896;6.936410;0.465040;1.032441
1052;ar;6.314745;5.272750;6.844127;0.621381;1.370605
1053;ar;6.011911;6.149788;7.306487;0.750601;1.140070
1054;ar;6.232053;4.484639;6.890887;0.592688;1.297486
1055;ar;6.022331;6.014775;7.218103;0.741764;1.294638
