1; ;-2.269423;6.121835;7.215883;0.490790;0.840631
2; ;-2.725282;6.222918;7.035366;0.530843;1.472989
3; ;-3.091535;5.958527;7.201189;0.427580;0.880933
4; ;-3.349019;6.342195;7.037791;0.267134;0.469777
5; ;-3.791735;6.417176;7.206555;0.745088;1.486022
6; ;-3.699376;6.865500;7.044345;0.495684;1.411856
7; ;-3.966159;7.228116;7.217666;0.599498;1.392841
8; ;-3.570269;7.470291;7.044149;0.279795;0.590490
9; ;-3.491941;7.914312;7.214557;0.415398;0.727705
10; ;-3.047559;7.799898;7.039593;0.418664;1.125726
11; ;-2.706982;8.074133;7.220833;0.588060;1.176103
12; ;-2.466969;7.681433;7.039781;0.328491;0.932645
13; ;-2.020395;7.629336;7.217724;0.297913;0.781327
14; ;-2.101483;7.199198;7.051676;0.316749;0.780430
15; ;-1.830479;6.810805;7.220633;0.389697;0.730265
16; ;-2.245852;6.569956;7.027776;0.472741;1.075273
49; ;-3.290812;5.405684;7.543394;0.851998;1.422747
50; ;-2.291949;5.452555;7.534715;1.075720;1.764903
1001;ar;-4.079796;6.519556;7.337970;0.512468;0.844138
1002;ar;-4.144355;6.754863;7.333484;0.763526;1.484398
1003;ar;-3.671096;5.826702;7.423741;0.604382;1.289337
1004;ar;-4.018518;6.548919;7.294957;0.588722;1.156870
1005;ar;-3.634043;5.883514;7.380147;0.910922;1.508023
1006;ar;-4.146191;6.995333;7.318610;0.575355;0.840581
1007;ar;-4.079299;6.773845;7.290416;0.631617;0.973620
1008;ar;-3.774030;6.119312;7.318819;0.527449;1.020664
1009;ar;-4.203457;7.539382;7.419978;0.622776;1.040794
1010;ar;-3.432223;5.703482;7.420623;0.610845;1.110780
1011;ar;-3.957192;6.578119;7.251835;0.549103;1.063537
1012;ar;-3.598213;5.940959;7.336851;0.683148;1.175481
1013;ar;-4.078365;6.996920;7.275237;0.518254;0.785481
1014;ar;-3.728634;6.169581;7.275794;0.494456;0.910027
1015;ar;-4.014181;6.792918;7.247410;0.626813;1.135235
1016;ar;-4.139577;7.516011;7.376993;0.720627;1.485343
1017;ar;-3.405328;5.765972;7.377130;0.713078;1.303989
1018;ar;-3.563364;5.999130;7.293518;0.579962;1.024265
