1; ;-6.165627;2.192046;7.201811;0.421018;0.912536
2; ;-6.621763;2.293302;7.021847;0.256261;0.559237
3; ;-6.987971;2.028995;7.187522;0.349052;0.703653
4; ;-7.245484;2.412385;7.023324;0.251947;0.546806
5; ;-7.688440;2.487695;7.191498;0.461188;0.774802
6; ;-7.595912;2.935732;7.028694;0.445122;1.033921
7; ;-7.862438;3.298434;7.202132;0.477475;0.834323
8; ;-7.466467;3.540306;7.029284;0.354491;0.593219
9; ;-7.388100;3.984166;7.200050;0.605299;1.008929
10; ;-6.943711;3.869407;7.025687;0.317316;0.615652
11; ;-6.602972;4.143751;7.206665;0.315767;0.565883
12; ;-6.363255;3.751122;7.025229;0.451476;0.874085
13; ;-5.916227;3.699312;7.202301;0.362974;0.717850
14; ;-5.997337;3.269170;7.035937;0.307205;0.514050
15; ;-5.726333;2.880952;7.205099;0.562926;1.140469
16; ;-6.142073;2.639958;7.013144;0.282719;0.510421
49; ;-7.188556;1.476633;7.522592;0.383978;0.515207
50; ;-6.189624;1.522296;7.515583;0.889982;1.246826
1005;ar1;-6.784609;1.104535;7.652883;0.746316;0.871600
1007;ar1;-6.588928;1.163804;7.654472;0.392861;0.479827
1008;ar1;-6.592707;1.212030;7.655267;0.407020;0.505935
1009;ar1;-6.790859;1.248821;7.655417;0.683125;0.878673
1011;ar1;-6.793221;1.295990;7.655904;0.181964;0.216039
1012;ar;-6.510776;1.694328;7.406837;0.533740;0.772608
1014;ar;-6.521867;1.761198;7.363424;0.712484;1.435867
1015;ar;-7.328844;1.774232;7.406527;0.655759;1.495689
1016;ar;-6.253109;1.847480;7.364970;0.678182;1.139942
1017;ar;-6.531843;1.828505;7.320218;0.527000;1.118428
1018;ar;-7.302082;1.836482;7.362984;0.654543;1.421236
1019;ar;-6.754426;1.819838;7.307796;0.628562;1.246703
1020;ar;-7.567728;1.897405;7.409310;0.677066;1.447777
1021;ar;-6.280464;1.909982;7.321557;0.547713;0.954295
1022;ar;-6.541547;1.895887;7.277052;0.587658;1.428104
1023;ar;-7.275622;1.899385;7.319758;0.624008;1.110982
1024;ar;-6.755143;1.888080;7.264598;0.542498;1.182979
1025;ar;-7.530855;1.954046;7.365621;0.706938;1.212014
1026;ar;-6.308562;1.972093;7.278143;0.521389;0.929688
1027;ar;-7.249827;1.962357;7.276409;0.598893;1.105718
1028;ar;-6.552212;1.962890;7.233965;0.485993;1.154892
1029;ar;-6.755663;1.956350;7.221573;0.510515;0.988266
1030;ar;-7.494953;2.011564;7.322351;0.589565;1.119323
1031;ar;-6.336881;2.033782;7.234658;0.416005;0.734919
1032;ar;-7.224685;2.025625;7.233062;0.649000;1.631182
1033;ar;-6.563208;2.029772;7.191212;0.409468;0.712337
1034;ar;-7.460026;2.069729;7.279052;0.508810;0.849530
1035;ar;-6.755773;2.024539;7.178584;0.426212;0.870121
1036;ar;-5.902343;2.203821;7.306683;0.729579;1.473987
1037;ar;-6.365369;2.095689;7.191464;0.334387;0.724532
1038;ar;-7.199625;2.088778;7.189853;0.361329;0.641038
1039;ar;-7.426016;2.128377;7.235821;0.471172;0.824927
1040;ar;-7.670914;2.189797;7.303864;0.626450;1.294773
1041;ar;-6.755723;2.092785;7.135523;0.344799;0.637434
1042;ar;-5.952629;2.249831;7.263145;0.507099;1.191479
1043;ar;-6.393703;2.157557;7.148248;0.306294;0.573430
1044;ar;-7.174916;2.152040;7.146726;0.344807;0.675536
1045;ar;-7.393050;2.187596;7.192833;0.367165;0.544964
1046;ar;-7.625197;2.240197;7.261063;0.612335;1.296067
1047;ar;-6.001866;2.296946;7.219602;0.539288;1.188586
1048;ar;-6.755657;2.161039;7.092597;0.297827;0.657572
1049;ar;-6.421763;2.219792;7.105213;0.298429;0.525117
1050;ar;-5.791350;2.415435;7.277718;0.465416;1.114596
1051;ar;-7.579348;2.289920;7.217734;0.362268;0.593493
1052;ar;-5.482319;2.564373;7.412575;0.559910;1.000743
1053;ar;-7.150334;2.215467;7.103580;0.276904;0.395155
1054;ar;-6.943504;2.206283;7.072225;0.231766;0.427417
1055;ar;-6.051159;2.344029;7.176122;0.446686;0.909721
1056;ar;-6.755800;2.229420;7.049794;0.267914;0.476093
1057;ar;-5.847807;2.452506;7.234359;0.338150;0.705813
1059;ar;-6.449392;2.282291;7.062306;0.260242;0.471830
1061;ar;-6.100405;2.390931;7.132774;0.376548;0.802397
1062;ar;-7.125809;2.279119;7.060814;0.280717;0.529033
1063;ar;-6.276182;2.347328;7.080860;0.248916;0.408236
1064;ar;-6.931927;2.273498;7.029492;0.276891;0.573403
1066;ar;-5.903853;2.490370;7.191143;0.337193;0.696238
1067;ar;-8.037676;2.560378;7.365438;0.734416;1.335405
1068;ar;-6.756327;2.298135;7.007555;0.441545;1.226436
1070;ar;-6.477644;2.344568;7.019653;0.281453;0.537747
1071;ar;-6.150110;2.437492;7.089568;0.257004;0.514919
1072;ar;-5.671755;2.640222;7.281054;0.533731;1.230293
1073;ar;-7.101321;2.342895;7.018299;0.315439;0.674072
1074;ar;-6.317820;2.401439;7.038106;0.272586;0.467864
1075;ar;-7.976372;2.590131;7.322484;0.764617;1.347058
1076;ar;-6.920460;2.341591;6.987729;0.300509;0.689956
1077;ar;-7.438789;2.437563;7.088344;0.239594;0.454044
1078;ar;-5.735645;2.663516;7.237261;0.642777;1.248099
1079;ar;-6.757833;2.367119;6.965611;0.349671;0.795685
1080;ar;-7.915023;2.619416;7.279444;0.730827;1.587360
1081;ar;-6.200773;2.483350;7.046542;0.289449;0.574214
1082;ar;-6.505712;2.407407;6.977760;0.311097;0.689513
1083;ar;-6.359545;2.455994;6.995832;0.331825;0.597747
1084;ar;-7.076631;2.406971;6.976238;0.401355;0.765821
1085;ar;-5.799801;2.685995;7.193515;0.439955;0.908776
1086;ar;-6.909255;2.409806;6.946193;0.336360;0.770702
1087;ar;-7.391547;2.486786;7.045592;0.242205;0.515943
1088;ar;-7.853800;2.648560;7.236279;0.502384;0.937646
1089;ar;-6.252430;2.528547;7.004186;0.256576;0.571552
1090;ar;-6.760633;2.436425;6.924588;0.508602;0.935392
1091;ar;-6.533087;2.470939;6.936479;0.404739;0.811943
1092;ar;-5.864113;2.707883;7.149892;0.332504;0.661630
1093;ar;-5.544282;2.591697;7.368432;0.615927;1.356244
1094;ar;-7.532731;2.339133;7.174616;0.323005;0.616612
1095;ar;-7.485858;2.388371;7.131393;0.347577;0.597606
1096;ar;-6.401286;2.510662;6.954278;0.285499;0.472832
1097;ar;-7.051784;2.471566;6.935212;0.325104;0.518087
1098;ar;-7.792406;2.677568;7.193159;0.398875;0.740122
1099;ar;-6.304101;2.573985;6.962261;0.277768;0.447457
1100;ar;-7.343586;2.535694;7.003408;0.338845;0.759177
1101;ar;-6.898184;2.478410;6.905822;0.334447;0.567113
1102;ar;-7.533667;2.601770;7.070102;0.328216;0.631669
1103;ar;-8.040947;2.825470;7.317691;0.651639;1.103795
1104;ar;-6.764839;2.506273;6.884657;0.370403;0.550199
1105;ar;-6.559672;2.535462;6.896339;0.417566;0.670610
1106;ar;-6.443485;2.565846;6.913716;0.349774;0.565180
1107;ar;-7.730963;2.706322;7.150218;0.339413;0.675083
1108;ar;-5.992803;2.753246;7.063028;0.294835;0.643905
1109;ar;-7.026751;2.536705;6.895292;0.370004;0.604639
1110;ar;-7.295047;2.584491;6.961623;0.363227;0.699995
1111;ar;-7.477884;2.641079;7.027583;0.360207;0.631736
1112;ar;-7.975809;2.844316;7.274667;0.442167;0.847598
1113;ar;-6.887193;2.547545;6.866894;0.452410;0.747176
1114;ar;-7.669348;2.734988;7.107351;0.297984;0.539746
1115;ar;-6.057083;2.776756;7.020233;0.260539;0.427407
1116;ar;-5.550577;3.101733;7.307437;0.700591;1.453909
1117;ar;-6.485906;2.621659;6.874580;0.435673;0.725160
1118;ar;-6.586312;2.600897;6.857828;0.447787;0.777990
1119;ar;-6.769140;2.577071;6.846897;0.500434;0.673869
1120;ar;-7.421888;2.680929;6.985580;0.403443;0.723419
1121;ar;-7.246060;2.633709;6.920909;0.405275;0.606803
