1.4478,0,0.75008
1.4469,0.050527,0.75008
1.4443,0.10099,0.75008
1.4399,0.15134,0.75008
1.4337,0.20149,0.75008
1.4258,0.25141,0.75008
1.4162,0.30101,0.75008
1.4048,0.35025,0.75008
1.3917,0.39907,0.75008
1.3769,0.44739,0.75008
1.3605,0.49518,0.75008
1.3424,0.54236,0.75008
1.3226,0.58887,0.75008
1.3013,0.63467,0.75008
1.2783,0.6797,0.75008
1.2538,0.7239,0.75008
1.2278,0.76722,0.75008
1.2003,0.8096,0.75008
1.1713,0.851,0.75008
1.1409,0.89135,0.75008
1.1091,0.93063,0.75008
1.0759,0.96877,0.75008
1.0415,1.0057,0.75008
1.0057,1.0415,0.75008
0.96877,1.0759,0.75008
0.93063,1.1091,0.75008
0.89135,1.1409,0.75008
0.851,1.1713,0.75008
0.8096,1.2003,0.75008
0.76722,1.2278,0.75008
0.7239,1.2538,0.75008
0.6797,1.2783,0.75008
0.63467,1.3013,0.75008
0.58887,1.3226,0.75008
0.54236,1.3424,0.75008
0.49518,1.3605,0.75008
0.44739,1.3769,0.75008
0.39907,1.3917,0.75008
0.35025,1.4048,0.75008
0.30101,1.4162,0.75008
0.25141,1.4258,0.75008
0.20149,1.4337,0.75008
0.15134,1.4399,0.75008
0.10099,1.4443,0.75008
0.050527,1.4469,0.75008
8.8652e-017,1.4478,0.75008
-0.050527,1.4469,0.75008
-0.10099,1.4443,0.75008
-0.15134,1.4399,0.75008
-0.20149,1.4337,0.75008
-0.25141,1.4258,0.75008
-0.30101,1.4162,0.75008
-0.35025,1.4048,0.75008
-0.39907,1.3917,0.75008
-0.44739,1.3769,0.75008
-0.49518,1.3605,0.75008
-0.54236,1.3424,0.75008
-0.58887,1.3226,0.75008
-0.63467,1.3013,0.75008
-0.6797,1.2783,0.75008
-0.7239,1.2538,0.75008
-0.76722,1.2278,0.75008
-0.8096,1.2003,0.75008
-0.851,1.1713,0.75008
-0.89135,1.1409,0.75008
-0.93063,1.1091,0.75008
-0.96877,1.0759,0.75008
-1.0057,1.0415,0.75008
-1.0415,1.0057,0.75008
-1.0759,0.96877,0.75008
-1.1091,0.93063,0.75008
-1.1409,0.89135,0.75008
-1.1713,0.851,0.75008
-1.2003,0.8096,0.75008
-1.2278,0.76722,0.75008
-1.2538,0.7239,0.75008
-1.2783,0.6797,0.75008
-1.3013,0.63467,0.75008
-1.3226,0.58887,0.75008
-1.3424,0.54236,0.75008
-1.3605,0.49518,0.75008
-1.3769,0.44739,0.75008
-1.3917,0.39907,0.75008
-1.4048,0.35025,0.75008
-1.4162,0.30101,0.75008
-1.4258,0.25141,0.75008
-1.4337,0.20149,0.75008
-1.4399,0.15134,0.75008
-1.4443,0.10099,0.75008
-1.4469,0.050527,0.75008
-1.4478,1.773e-016,0.75008
-1.4469,-0.050527,0.75008
-1.4443,-0.10099,0.75008
-1.4399,-0.15134,0.75008
-1.4337,-0.20149,0.75008
-1.4258,-0.25141,0.75008
-1.4162,-0.30101,0.75008
-1.4048,-0.35025,0.75008
-1.3917,-0.39907,0.75008
-1.3769,-0.44739,0.75008
-1.3605,-0.49518,0.75008
-1.3424,-0.54236,0.75008
-1.3226,-0.58887,0.75008
-1.3013,-0.63467,0.75008
-1.2783,-0.6797,0.75008
-1.2538,-0.7239,0.75008
-1.2278,-0.76722,0.75008
-1.2003,-0.8096,0.75008
-1.1713,-0.851,0.75008
-1.1409,-0.89135,0.75008
-1.1091,-0.93063,0.75008
-1.0759,-0.96877,0.75008
-1.0415,-1.0057,0.75008
-1.0057,-1.0415,0.75008
-0.96877,-1.0759,0.75008
-0.93063,-1.1091,0.75008
-0.89135,-1.1409,0.75008
-0.851,-1.1713,0.75008
-0.8096,-1.2003,0.75008
-0.76722,-1.2278,0.75008
-0.7239,-1.2538,0.75008
-0.6797,-1.2783,0.75008
-0.63467,-1.3013,0.75008
-0.58887,-1.3226,0.75008
-0.54236,-1.3424,0.75008
-0.49518,-1.3605,0.75008
-0.44739,-1.3769,0.75008
-0.39907,-1.3917,0.75008
-0.35025,-1.4048,0.75008
-0.30101,-1.4162,0.75008
-0.25141,-1.4258,0.75008
-0.20149,-1.4337,0.75008
-0.15134,-1.4399,0.75008
-0.10099,-1.4443,0.75008
-0.050527,-1.4469,0.75008
-2.6596e-016,-1.4478,0.75008
0.050527,-1.4469,0.75008
0.10099,-1.4443,0.75008
0.15134,-1.4399,0.75008
0.20149,-1.4337,0.75008
0.25141,-1.4258,0.75008
0.30101,-1.4162,0.75008
0.35025,-1.4048,0.75008
0.39907,-1.3917,0.75008
0.44739,-1.3769,0.75008
0.49518,-1.3605,0.75008
0.54236,-1.3424,0.75008
0.58887,-1.3226,0.75008
0.63467,-1.3013,0.75008
0.6797,-1.2783,0.75008
0.7239,-1.2538,0.75008
0.76722,-1.2278,0.75008
0.8096,-1.2003,0.75008
0.851,-1.1713,0.75008
0.89135,-1.1409,0.75008
0.93063,-1.1091,0.75008
0.96877,-1.0759,0.75008
1.0057,-1.0415,0.75008
1.0415,-1.0057,0.75008
1.0759,-0.96877,0.75008
1.1091,-0.93063,0.75008
1.1409,-0.89135,0.75008
1.1713,-0.851,0.75008
1.2003,-0.8096,0.75008
1.2278,-0.76722,0.75008
1.2538,-0.7239,0.75008
1.2783,-0.6797,0.75008
1.3013,-0.63467,0.75008
1.3226,-0.58887,0.75008
1.3424,-0.54236,0.75008
1.3605,-0.49518,0.75008
1.3769,-0.44739,0.75008
1.3917,-0.39907,0.75008
1.4048,-0.35025,0.75008
1.4162,-0.30101,0.75008
1.4258,-0.25141,0.75008
1.4337,-0.20149,0.75008
1.4399,-0.15134,0.75008
1.4443,-0.10099,0.75008
1.4469,-0.050527,0.75008
1.4478,-3.5461e-016,0.75008
